id,code,address,rating,original_price,damage_reduction,market_value,last_sold_price,house_satisfaction,status,fluvial_base_protection,pluvial_base_protection,fluvial_house_protection,pluvial_house_protection,last_round_comm_fluvial,last_round_comm_pluvial,last_round_house_fluvial,last_round_house_pluvial,house_id,group_id,owner_id
1312,N05,Twiglane 5,6,200000,0,200000,,0,NOT_AVAILABLE,9,6,0,0,4,2,4,2,249,91,
1313,N07,"Leafstreet 26
",3,100000,0,100000,100000,0,OCCUPIED,9,6,0,0,4,2,4,2,251,91,652
1314,D01,"Stonelane 13
",8,300000,0,300000,300000,3,AVAILABLE,9,4,10,5,4,4,4,4,252,91,
1315,D02,Stonelane 11,8,300000,0,300000,300000,0,AVAILABLE,9,4,0,0,4,4,4,4,253,91,
1316,D04,"Steelstreet 22
",5,160000,0,160000,,0,NOT_AVAILABLE,9,4,0,0,4,4,4,4,255,91,
1317,D05,"Steelstreet 20
",5,160000,0,160000,,0,NOT_AVAILABLE,9,4,0,0,4,4,4,4,256,91,
1318,D09,Brickroad 4,2,80000,0,80000,,0,NOT_AVAILABLE,9,4,0,0,4,4,4,4,260,91,
1319,D10,"Brickroad 6
",2,80000,0,80000,,0,NOT_AVAILABLE,9,4,0,0,4,4,4,4,261,91,
1320,U01,"Woolstreet 33
",6,200000,0,200000,,0,NOT_AVAILABLE,6,6,0,0,4,2,4,2,262,91,
1321,U04,"Grassroad 54
",4,125000,0,125000,125000,2,OCCUPIED,6,6,7,7,4,2,4,2,265,91,653
1322,U05,Grassroad 52,4,125000,0,125000,,0,NOT_AVAILABLE,6,6,0,0,4,2,4,2,266,91,
1323,U09,Twiglane 44,2,70000,0,70000,,0,NOT_AVAILABLE,6,6,0,0,4,2,4,2,270,91,
1324,U10,"Twiglane 48
",2,70000,0,70000,70000,1,OCCUPIED,6,6,7,7,4,2,4,2,271,91,650
1344,U06,"Grassroad 51

",4,125000,0,125000,,0,NOT_AVAILABLE,6,6,1,0,4,,4,,267,91,
1345,U07,Grassroad 53,4,125000,0,125000,,0,NOT_AVAILABLE,6,6,1,1,4,,4,,268,91,
1366,N02,Twiglane 7,6,200000,0,200000,200000,3,OCCUPIED,9,6,10,7,4,,,,246,91,654
1367,N03,"Stickroad 21

",9,425000,0,425000,425000,2,OCCUPIED,9,6,10,7,4,,,,247,91,655
1368,N06,Leafstreet 28,3,100000,0,100000,,0,AVAILABLE,9,6,1,0,4,,,,250,91,
1369,D03,Stonelane 15,8,300000,0,300000,,0,AVAILABLE,9,4,0,0,4,4,4,4,254,91,
1370,D06,Steelstreet 25,5,160000,0,160000,,0,AVAILABLE,9,4,2,2,4,4,,,257,91,
1371,D07,"Steelstreet 23

",5,160000,0,160000,,0,AVAILABLE,9,4,2,2,4,4,,,258,91,
1372,D08,"Brickroad 8

",2,80000,0,80000,,0,AVAILABLE,9,4,1,2,4,4,,,259,91,
1373,U02,Woolstreet 37,6,200000,0,200000,,0,AVAILABLE,6,6,1,1,4,,4,,263,91,
1374,U03,"Woolstreet 35

",6,200000,0,200000,,0,AVAILABLE,6,6,1,2,4,,4,,264,91,
1375,U08,"Twiglane 46

",2,70000,0,70000,,0,AVAILABLE,6,6,1,1,4,,4,,269,91,
1325,N01,Stickroad 17,9,425000,0,425000,,0,NOT_AVAILABLE,9,6,0,0,,3,,3,245,92,
1326,N04,"Twiglane 8
",6,200000,0,200000,200000,3,OCCUPIED,9,6,10,6,,3,,3,248,92,662
1327,N05,Twiglane 5,6,200000,0,200000,240000,3,AVAILABLE,9,6,10,6,,3,,3,249,92,
1328,N07,"Leafstreet 26
",3,100000,0,100000,100000,3,OCCUPIED,9,6,9,7,,3,,3,251,92,661
1329,D01,"Stonelane 13
",8,300000,0,300000,300000,3,OCCUPIED,9,4,10,4,,4,,4,252,92,664
1330,D02,Stonelane 11,8,300000,0,300000,,0,NOT_AVAILABLE,9,4,0,0,,4,,4,253,92,
1331,D04,"Steelstreet 22
",5,160000,0,160000,200000,3,AVAILABLE,9,4,9,5,,4,,4,255,92,
1332,D05,"Steelstreet 20
",5,160000,0,160000,,0,NOT_AVAILABLE,9,4,0,0,,4,,4,256,92,
1333,D09,Brickroad 4,2,80000,0,80000,,0,NOT_AVAILABLE,9,4,0,0,,4,,4,260,92,
1334,D10,"Brickroad 6
",2,80000,0,80000,80000,2,OCCUPIED,9,4,9,5,,4,,4,261,92,660
1335,U01,"Woolstreet 33
",6,200000,0,200000,,0,NOT_AVAILABLE,6,6,0,0,3,3,3,3,262,92,
1336,U04,"Grassroad 54
",4,125000,0,125000,,0,NOT_AVAILABLE,6,6,0,0,3,3,3,3,265,92,
1337,U05,Grassroad 52,4,125000,0,125000,,0,NOT_AVAILABLE,6,6,0,0,3,3,3,3,266,92,
1338,U09,Twiglane 44,2,70000,0,70000,,0,NOT_AVAILABLE,6,6,0,0,3,3,3,3,270,92,
1339,U10,"Twiglane 48
",2,70000,0,70000,,0,NOT_AVAILABLE,6,6,0,0,3,3,3,3,271,92,
1376,U06,"Grassroad 51

",4,125000,0,125000,,0,NOT_AVAILABLE,6,6,1,0,3,3,3,3,267,92,
1377,U07,Grassroad 53,4,125000,0,125000,,0,NOT_AVAILABLE,6,6,1,1,3,3,3,3,268,92,
1378,N02,Twiglane 7,6,200000,0,200000,200000,3,OCCUPIED,9,6,10,7,,,,,246,92,659
1379,N03,"Stickroad 21

",9,425000,0,425000,425000,2,OCCUPIED,9,6,10,7,,,,,247,92,663
1380,N06,Leafstreet 28,3,100000,0,100000,,0,AVAILABLE,9,6,1,0,,,,,250,92,
1381,D03,Stonelane 15,8,300000,0,300000,,0,AVAILABLE,9,4,0,0,,4,,4,254,92,
1382,D06,Steelstreet 25,5,160000,0,160000,,0,AVAILABLE,9,4,2,2,,4,,,257,92,
1383,D07,"Steelstreet 23

",5,160000,0,160000,,0,AVAILABLE,9,4,2,2,,4,,,258,92,
1384,D08,"Brickroad 8

",2,80000,0,80000,,0,AVAILABLE,9,4,1,2,,4,,,259,92,
1385,U02,Woolstreet 37,6,200000,0,200000,,0,AVAILABLE,6,6,1,1,,,,,263,92,
1386,U03,"Woolstreet 35

",6,200000,0,200000,,0,AVAILABLE,6,6,1,2,,,,,264,92,
1387,U08,"Twiglane 46

",2,70000,0,70000,,0,AVAILABLE,6,6,1,1,,,,,269,92,
1403,N01,Stickroad 17,9,425000,0,425000,,0,NOT_AVAILABLE,9,6,0,0,2,4,2,4,245,93,
1404,N04,"Twiglane 8
",6,200000,0,200000,200000,2,OCCUPIED,9,6,10,6,2,4,2,4,248,93,667
1405,N05,Twiglane 5,6,200000,0,200000,270000,0,OCCUPIED,9,6,0,0,2,4,2,4,249,93,672
1406,N07,"Leafstreet 26
",3,100000,0,100000,100000,3,OCCUPIED,9,6,10,7,2,4,2,4,251,93,669
1407,D01,"Stonelane 13
",8,300000,0,300000,300000,3,AVAILABLE,9,4,10,4,2,4,2,4,252,93,
1408,D02,Stonelane 11,8,300000,0,300000,,0,NOT_AVAILABLE,9,4,0,0,2,4,2,4,253,93,
1409,D04,"Steelstreet 22
",5,160000,0,160000,,0,NOT_AVAILABLE,9,4,0,0,2,4,2,4,255,93,
1410,D05,"Steelstreet 20
",5,160000,0,160000,160000,3,OCCUPIED,9,4,10,4,2,4,2,4,256,93,670
1411,D09,Brickroad 4,2,80000,0,80000,,0,NOT_AVAILABLE,9,4,0,0,2,4,2,4,260,93,
1412,D10,"Brickroad 6
",2,80000,0,80000,,0,NOT_AVAILABLE,9,4,0,0,2,4,2,4,261,93,
1413,U01,"Woolstreet 33
",6,200000,0,200000,,0,NOT_AVAILABLE,6,6,0,0,4,4,4,4,262,93,
1414,U04,"Grassroad 54
",4,125000,0,125000,,0,NOT_AVAILABLE,6,6,0,0,4,4,4,4,265,93,
1415,U05,Grassroad 52,4,125000,0,125000,,0,NOT_AVAILABLE,6,6,0,0,4,4,4,4,266,93,
1416,U09,Twiglane 44,2,70000,0,70000,70000,0,OCCUPIED,6,6,0,0,4,4,4,4,270,93,668
1417,U10,"Twiglane 48
",2,70000,0,70000,70000,0,OCCUPIED,6,6,7,6,4,4,4,4,271,93,666
1454,U06,"Grassroad 51

",4,125000,0,125000,,0,NOT_AVAILABLE,6,6,1,0,4,4,4,4,267,93,
1455,U07,Grassroad 53,4,125000,0,125000,,0,NOT_AVAILABLE,6,6,1,1,4,4,4,4,268,93,
1476,N02,Twiglane 7,6,200000,0,200000,,0,AVAILABLE,9,6,1,1,,4,,4,246,93,
1477,N03,"Stickroad 21

",9,425000,0,425000,425000,2,OCCUPIED,9,6,10,7,,4,,,247,93,671
1478,N06,Leafstreet 28,3,100000,0,100000,,0,AVAILABLE,9,6,1,0,,4,,4,250,93,
1479,D03,Stonelane 15,8,300000,0,300000,,0,AVAILABLE,9,4,0,0,,4,,4,254,93,
1480,D06,Steelstreet 25,5,160000,0,160000,,0,AVAILABLE,9,4,2,2,,4,,4,257,93,
1481,D07,"Steelstreet 23

",5,160000,0,160000,,0,AVAILABLE,9,4,2,2,,4,,4,258,93,
1482,D08,"Brickroad 8

",2,80000,0,80000,,0,AVAILABLE,9,4,1,2,,4,,4,259,93,
1483,U02,Woolstreet 37,6,200000,0,200000,,0,AVAILABLE,6,6,1,1,4,4,4,4,263,93,
1484,U03,"Woolstreet 35

",6,200000,0,200000,,0,AVAILABLE,6,6,1,2,4,4,4,,264,93,
1485,U08,"Twiglane 46

",2,70000,0,70000,,0,AVAILABLE,6,6,1,1,4,4,4,4,269,93,
1418,N01,Stickroad 17,9,425000,0,425000,,0,NOT_AVAILABLE,9,6,0,0,3,3,3,3,245,94,
1419,N04,"Twiglane 8
",6,200000,0,200000,200000,3,OCCUPIED,9,6,9,7,3,3,3,,248,94,675
1420,N05,Twiglane 5,6,200000,0,200000,200000,3,OCCUPIED,9,6,10,7,3,3,3,3,249,94,678
1421,N07,"Leafstreet 26
",3,100000,0,100000,100000,2,OCCUPIED,9,6,9,7,3,3,3,1,251,94,674
1422,D01,"Stonelane 13
",8,300000,0,300000,,0,NOT_AVAILABLE,9,4,0,0,3,3,3,3,252,94,
1423,D02,Stonelane 11,8,300000,0,300000,350000,3,AVAILABLE,9,4,10,5,3,3,3,3,253,94,
1424,D04,"Steelstreet 22
",5,160000,0,160000,,0,NOT_AVAILABLE,9,4,0,0,3,3,3,3,255,94,
1425,D05,"Steelstreet 20
",5,160000,0,160000,,0,NOT_AVAILABLE,9,4,0,0,3,3,3,3,256,94,
1426,D09,Brickroad 4,2,80000,0,80000,,0,NOT_AVAILABLE,9,4,0,0,3,3,3,3,260,94,
1427,D10,"Brickroad 6
",2,80000,0,80000,80000,2,OCCUPIED,9,4,9,5,3,3,3,3,261,94,676
1428,U01,"Woolstreet 33
",6,200000,0,200000,,0,NOT_AVAILABLE,6,6,0,0,4,3,4,3,262,94,
1429,U04,"Grassroad 54
",4,125000,0,125000,125000,1,AVAILABLE,6,6,7,7,4,3,4,3,265,94,
1430,U05,Grassroad 52,4,125000,0,125000,,0,NOT_AVAILABLE,6,6,0,0,4,3,4,3,266,94,
1431,U09,Twiglane 44,2,70000,0,70000,,0,NOT_AVAILABLE,6,6,0,0,4,3,4,3,270,94,
1432,U10,"Twiglane 48
",2,70000,0,70000,,0,NOT_AVAILABLE,6,6,0,0,4,3,4,3,271,94,
1448,U06,"Grassroad 51

",4,125000,0,125000,,0,NOT_AVAILABLE,6,6,1,0,4,3,4,3,267,94,
1449,U07,Grassroad 53,4,125000,0,125000,,0,NOT_AVAILABLE,6,6,1,1,4,3,4,3,268,94,
1486,N02,Twiglane 7,6,200000,0,200000,,0,AVAILABLE,9,6,1,1,,,,,246,94,
1487,N03,"Stickroad 21

",9,425000,0,425000,425000,2,OCCUPIED,9,6,10,7,,,,,247,94,679
1488,N06,Leafstreet 28,3,100000,0,100000,111000,2,OCCUPIED,9,6,10,7,,,,,250,94,677
1489,D03,Stonelane 15,8,300000,0,300000,,0,AVAILABLE,9,4,0,0,,,,,254,94,
1490,D06,Steelstreet 25,5,160000,0,160000,,0,AVAILABLE,9,4,2,2,,,,,257,94,
1491,D07,"Steelstreet 23

",5,160000,0,160000,,0,AVAILABLE,9,4,2,2,,,,,258,94,
1492,D08,"Brickroad 8

",2,80000,0,80000,,0,AVAILABLE,9,4,1,2,,,,,259,94,
1493,U02,Woolstreet 37,6,200000,0,200000,,0,AVAILABLE,6,6,1,1,4,,4,,263,94,
1494,U03,"Woolstreet 35

",6,200000,0,200000,,0,AVAILABLE,6,6,1,2,4,,4,,264,94,
1495,U08,"Twiglane 46

",2,70000,0,70000,,0,AVAILABLE,6,6,1,1,4,,4,,269,94,
1388,N01,Stickroad 17,9,425000,0,425000,,0,NOT_AVAILABLE,9,6,0,0,4,4,4,4,245,95,
1389,N04,"Twiglane 8
",6,200000,0,200000,200000,3,OCCUPIED,9,6,10,7,4,4,4,4,248,95,687
1390,N05,Twiglane 5,6,200000,0,200000,,0,NOT_AVAILABLE,9,6,0,0,4,4,4,4,249,95,
1391,N07,"Leafstreet 26
",3,100000,0,100000,,0,NOT_AVAILABLE,9,6,0,0,4,4,4,4,251,95,
1392,D01,"Stonelane 13
",8,300000,0,300000,,0,NOT_AVAILABLE,9,4,0,0,4,4,4,4,252,95,
1393,D02,Stonelane 11,8,300000,0,300000,,0,NOT_AVAILABLE,9,4,0,0,4,4,4,4,253,95,
1394,D04,"Steelstreet 22
",5,160000,0,160000,,0,NOT_AVAILABLE,9,4,0,0,4,4,4,4,255,95,
1395,D05,"Steelstreet 20
",5,160000,0,160000,,0,NOT_AVAILABLE,9,4,0,0,4,4,4,4,256,95,
1396,D09,Brickroad 4,2,80000,0,80000,,0,NOT_AVAILABLE,9,4,0,0,4,4,4,4,260,95,
1397,D10,"Brickroad 6
",2,80000,0,80000,80000,3,OCCUPIED,9,4,10,4,4,4,4,4,261,95,686
1398,U01,"Woolstreet 33
",6,200000,0,200000,,0,NOT_AVAILABLE,6,6,0,0,4,4,4,4,262,95,
1399,U04,"Grassroad 54
",4,125000,0,125000,125000,0,OCCUPIED,6,6,7,6,4,4,4,4,265,95,682
1400,U05,Grassroad 52,4,125000,0,125000,125000,3,OCCUPIED,6,6,6,7,4,4,4,4,266,95,683
1401,U09,Twiglane 44,2,70000,0,70000,70000,3,AVAILABLE,6,6,7,7,4,4,4,4,270,95,
1402,U10,"Twiglane 48
",2,70000,0,70000,70000,0,OCCUPIED,6,6,7,6,4,4,4,4,271,95,684
1450,U06,"Grassroad 51

",4,125000,0,125000,,0,NOT_AVAILABLE,6,6,1,0,4,4,4,4,267,95,
1451,U07,Grassroad 53,4,125000,0,125000,,0,NOT_AVAILABLE,6,6,1,1,4,4,4,4,268,95,
1456,N02,Twiglane 7,6,200000,0,200000,,0,AVAILABLE,9,6,1,1,4,4,,4,246,95,
1457,N03,"Stickroad 21

",9,425000,0,425000,,0,AVAILABLE,9,6,1,2,4,4,,4,247,95,
1458,N06,Leafstreet 28,3,100000,0,100000,100000,1,OCCUPIED,9,6,9,7,4,4,,4,250,95,685
1459,D03,Stonelane 15,8,300000,0,300000,,0,AVAILABLE,9,4,0,0,4,4,4,4,254,95,
1460,D06,Steelstreet 25,5,160000,0,160000,,0,AVAILABLE,9,4,2,2,4,4,,4,257,95,
1461,D07,"Steelstreet 23

",5,160000,0,160000,,0,AVAILABLE,9,4,2,2,4,4,,4,258,95,
1462,D08,"Brickroad 8

",2,80000,0,80000,,0,AVAILABLE,9,4,1,2,4,4,,4,259,95,
1463,U02,Woolstreet 37,6,200000,0,200000,,0,AVAILABLE,6,6,1,1,4,4,4,4,263,95,
1464,U03,"Woolstreet 35

",6,200000,0,200000,,0,AVAILABLE,6,6,1,2,4,4,4,4,264,95,
1465,U08,"Twiglane 46

",2,70000,0,70000,,0,AVAILABLE,6,6,1,1,4,4,4,4,269,95,
1433,N01,Stickroad 17,9,425000,0,425000,,0,NOT_AVAILABLE,9,6,0,0,,1,,1,245,96,
1434,N04,"Twiglane 8
",6,200000,0,200000,250000,3,AVAILABLE,9,6,10,7,,1,,,248,96,
1435,N05,Twiglane 5,6,200000,0,200000,200000,3,OCCUPIED,9,6,10,6,,1,,1,249,96,691
1436,N07,"Leafstreet 26
",3,100000,0,100000,100000,1,OCCUPIED,9,6,10,7,,1,,1,251,96,690
1437,D01,"Stonelane 13
",8,300000,0,300000,,0,NOT_AVAILABLE,9,4,0,0,,2,,2,252,96,
1438,D02,Stonelane 11,8,300000,0,300000,,0,NOT_AVAILABLE,9,4,0,0,,2,,2,253,96,
1439,D04,"Steelstreet 22
",5,160000,0,160000,,0,NOT_AVAILABLE,9,4,0,0,,2,,2,255,96,
1440,D05,"Steelstreet 20
",5,160000,0,160000,160000,3,OCCUPIED,9,4,10,5,,2,,1,256,96,696
1441,D09,Brickroad 4,2,80000,0,80000,,0,NOT_AVAILABLE,9,4,0,0,,2,,2,260,96,
1442,D10,"Brickroad 6
",2,80000,0,80000,,0,NOT_AVAILABLE,9,4,0,0,,2,,2,261,96,
1443,U01,"Woolstreet 33
",6,200000,0,200000,200000,2,AVAILABLE,6,6,7,7,4,1,4,,262,96,
1444,U04,"Grassroad 54
",4,125000,0,125000,,0,NOT_AVAILABLE,6,6,0,0,4,1,4,1,265,96,
1445,U05,Grassroad 52,4,125000,0,125000,,0,NOT_AVAILABLE,6,6,0,0,4,1,4,1,266,96,
1446,U09,Twiglane 44,2,70000,0,70000,,0,NOT_AVAILABLE,6,6,0,0,4,1,4,1,270,96,
1447,U10,"Twiglane 48
",2,70000,0,70000,70000,2,AVAILABLE,6,6,7,7,4,1,4,1,271,96,
1452,U06,"Grassroad 51

",4,125000,0,125000,,0,NOT_AVAILABLE,6,6,1,0,4,,4,,267,96,
1453,U07,Grassroad 53,4,125000,0,125000,,0,NOT_AVAILABLE,6,6,1,1,4,,4,,268,96,
1466,N02,Twiglane 7,6,200000,0,200000,200000,3,OCCUPIED,9,6,10,7,,,,,246,96,694
1467,N03,"Stickroad 21

",9,425000,0,425000,425000,2,OCCUPIED,9,6,10,7,,,,,247,96,695
1468,N06,Leafstreet 28,3,100000,0,100000,100000,1,OCCUPIED,9,6,9,7,,,,,250,96,693
1469,D03,Stonelane 15,8,300000,0,300000,,0,AVAILABLE,9,4,0,0,,,,,254,96,
1470,D06,Steelstreet 25,5,160000,0,160000,,0,AVAILABLE,9,4,2,2,,,,,257,96,
1471,D07,"Steelstreet 23

",5,160000,0,160000,,0,AVAILABLE,9,4,2,2,,,,,258,96,
1472,D08,"Brickroad 8

",2,80000,0,80000,,0,AVAILABLE,9,4,1,2,,,,,259,96,
1473,U02,Woolstreet 37,6,200000,0,200000,,0,AVAILABLE,6,6,1,1,4,,4,,263,96,
1474,U03,"Woolstreet 35

",6,200000,0,200000,,0,AVAILABLE,6,6,1,2,4,,4,,264,96,
1475,U08,"Twiglane 46

",2,70000,0,70000,,0,AVAILABLE,6,6,1,1,4,,4,,269,96,
