id,timestamp,price,comment,transaction_status,housegroup_id,playerround_id,groupround_id
1135,2025-10-07T15:04:49,200000,,APPROVED_BUY,1637,1434,335
1136,2025-10-07T15:05:03,80000,,APPROVED_BUY,1643,1427,335
1042,2025-10-07T14:25:46,100000,,APPROVED_BUY,1583,1349,323
1073,2025-10-07T14:42:28,0,,APPROVED_STAY,1583,1379,327
1093,2025-10-07T14:50:31,0,,APPROVED_STAY,1583,1393,330
1117,2025-10-07T14:59:35,0,,APPROVED_STAY,1583,1412,333
1044,2025-10-07T14:25:47,160000,,APPROVED_BUY,1586,1347,323
1072,2025-10-07T14:42:24,0,,APPROVED_STAY,1586,1380,327
1095,2025-10-07T14:50:33,0,,APPROVED_STAY,1586,1397,330
1116,2025-10-07T14:59:35,0,,APPROVED_STAY,1586,1415,333
1041,2025-10-07T14:25:46,160000,,APPROVED_BUY,1587,1350,323
1068,2025-10-07T14:42:19,0,,APPROVED_STAY,1587,1374,327
1094,2025-10-07T14:50:32,0,,APPROVED_STAY,1587,1395,330
1115,2025-10-07T14:59:34,0,,APPROVED_STAY,1587,1414,333
1043,2025-10-07T14:25:46,125000,,APPROVED_BUY,1592,1348,323
1069,2025-10-07T14:42:20,0,,APPROVED_STAY,1592,1373,327
1096,2025-10-07T14:50:41,0,,APPROVED_STAY,1592,1394,330
1118,2025-10-07T14:59:36,0,,APPROVED_STAY,1592,1413,333
1045,2025-10-07T14:25:49,70000,,APPROVED_BUY,1593,1345,323
1071,2025-10-07T14:42:23,0,,APPROVED_STAY,1593,1378,327
1091,2025-10-07T14:50:30,0,,APPROVED_STAY,1593,1398,330
1119,2025-10-07T14:59:37,0,,APPROVED_STAY,1593,1411,333
1040,2025-10-07T14:25:46,70000,,APPROVED_BUY,1594,1343,323
1070,2025-10-07T14:42:20,0,,APPROVED_STAY,1594,1377,327
1092,2025-10-07T14:50:31,0,,APPROVED_STAY,1594,1396,330
1120,2025-10-07T14:59:38,0,,APPROVED_STAY,1594,1416,333
