id,answer,late_answer,playerround_id,question_id
571,3,0,636,37
572,4,0,636,38
669,2,0,671,37
670,4,0,671,38
713,2,0,709,37
714,3,0,709,38
575,3,0,638,37
576,4,0,638,38
657,2,0,664,37
658,4,0,664,38
711,3,0,708,37
712,3,0,708,38
573,4,0,639,37
574,2,0,639,38
665,3,0,670,37
666,2,0,670,38
715,5,0,710,37
716,2,0,710,38
577,2,0,634,37
578,4,0,634,38
655,2,0,668,37
656,4,0,668,38
721,2,0,706,37
722,4,0,706,38
625,3,0,641,37
626,4,0,641,38
735,3,0,698,37
736,4,0,698,38
789,3,0,728,37
790,4,0,728,38
631,4,0,648,37
632,2,0,648,38
737,3,0,696,37
738,2,0,696,38
795,1,0,729,37
796,5,0,729,38
627,5,0,645,37
628,1,0,645,38
729,5,0,693,37
730,1,0,693,38
787,5,0,733,37
788,1,0,733,38
633,3,0,644,37
634,2,0,644,38
723,4,0,700,37
724,2,0,700,38
791,3,0,727,37
792,3,0,727,38
629,2,0,642,37
630,4,0,642,38
731,2,0,694,37
732,2,0,694,38
797,1,0,732,37
798,3,0,732,38
671,1,1,643,37
672,5,1,643,38
725,1,0,699,37
726,5,0,699,38
783,1,0,726,37
784,5,0,726,38
635,3,0,646,37
636,4,0,646,38
733,2,0,695,37
734,5,0,695,38
793,2,0,731,37
794,5,0,731,38
623,1,0,647,37
624,5,0,647,38
727,2,0,697,37
728,4,0,697,38
785,1,0,730,37
786,5,0,730,38
649,3,0,659,37
650,4,0,659,38
763,3,0,689,37
764,2,0,689,38
805,4,0,736,37
806,1,0,736,38
639,2,0,657,37
640,4,0,657,38
755,1,0,691,37
756,4,0,691,38
807,3,0,738,37
808,3,0,738,38
643,5,0,661,37
644,1,0,661,38
799,4,0,735,37
800,2,0,735,38
645,4,0,660,37
646,2,0,660,38
767,3,0,690,37
768,3,0,690,38
811,4,0,740,37
812,1,0,740,38
641,2,0,662,37
642,4,0,662,38
759,1,0,687,37
760,5,0,687,38
801,5,0,739,37
802,1,0,739,38
637,3,0,656,37
638,4,0,656,38
761,2,0,701,37
762,4,0,701,38
809,4,0,734,37
810,1,0,734,38
651,3,0,663,37
652,4,0,663,38
765,4,0,686,37
766,3,0,686,38
813,4,0,741,37
814,2,0,741,38
647,4,0,658,37
648,2,0,658,38
757,3,0,688,37
758,2,0,688,38
803,4,0,737,37
804,1,0,737,38
591,3,0,632,37
592,2,0,632,38
679,2,0,679,37
680,4,0,679,38
743,3,0,718,37
744,4,0,718,38
581,2,0,629,37
582,5,0,629,38
673,2,0,677,37
674,4,0,677,38
745,1,0,714,37
746,5,0,714,38
583,3,0,631,37
584,5,0,631,38
675,5,0,678,37
676,2,0,678,38
749,5,0,717,37
750,5,0,717,38
589,3,0,627,37
590,4,0,627,38
685,4,0,672,37
686,2,0,672,38
753,4,0,715,37
754,2,0,715,38
595,2,0,628,37
596,4,0,628,38
683,3,0,676,37
684,2,0,676,38
751,2,0,713,37
752,2,0,713,38
593,2,0,626,37
594,3,0,626,38
698,2,0,674,37
699,2,0,674,38
739,2,0,716,37
740,2,0,716,38
585,1,0,625,37
586,5,0,625,38
677,3,0,673,37
678,4,0,673,38
741,3,0,712,37
742,4,0,712,38
587,3,0,630,37
588,2,0,630,38
681,3,0,675,37
682,3,0,675,38
747,4,0,711,37
748,2,0,711,38
873,3,0,789,37
874,4,0,789,38
953,4,0,837,37
954,2,0,837,38
1027,5,0,879,37
1028,1,0,879,38
861,4,0,802,37
862,4,0,802,38
925,4,0,850,37
926,2,0,850,38
1025,3,0,882,37
1026,2,0,882,38
865,3,0,799,37
866,4,0,799,38
939,3,0,839,37
940,2,0,839,38
1033,3,0,878,37
1034,3,0,878,38
877,4,0,800,37
878,3,0,800,38
929,4,0,840,37
930,2,0,840,38
1019,3,0,876,37
1020,3,0,876,38
869,4,0,801,37
870,4,0,801,38
927,4,0,838,37
928,4,0,838,38
1023,4,0,880,37
1024,4,0,880,38
871,3,0,792,37
872,3,0,792,38
951,3,0,849,37
952,2,0,849,38
1031,2,0,881,37
1032,2,0,881,38
863,4,0,791,37
864,2,0,791,38
955,4,0,836,37
956,2,0,836,38
1021,4,0,877,37
1022,2,0,877,38
867,2,0,790,37
868,4,0,790,38
937,4,0,841,37
938,3,0,841,38
1029,5,0,875,37
1030,4,0,875,38
835,1,0,781,37
836,3,0,781,38
881,1,0,829,37
882,5,0,829,38
941,1,0,854,37
942,5,0,854,38
839,1,0,785,37
840,4,0,785,38
887,1,0,833,37
888,4,0,833,38
947,1,0,859,37
948,3,0,859,38
837,3,0,783,37
838,4,0,783,38
883,3,0,827,37
884,3,0,827,38
949,4,0,858,37
950,4,0,858,38
841,4,0,784,37
842,3,0,784,38
889,4,0,831,37
890,1,0,831,38
933,4,0,856,37
934,1,0,856,38
829,2,0,786,37
830,4,0,786,38
891,3,0,832,37
892,4,0,832,38
943,3,0,853,37
944,4,0,853,38
833,1,0,782,37
834,5,0,782,38
879,1,0,828,37
880,5,0,828,38
931,1,0,852,37
932,5,0,852,38
831,4,0,787,37
832,1,0,787,38
885,3,0,830,37
886,4,0,830,38
935,3,0,855,37
936,3,0,855,38
843,4,0,780,37
844,2,0,780,38
899,4,0,826,37
900,2,0,826,38
945,4,0,857,37
946,2,0,857,38
893,4,0,813,37
894,1,0,813,38
985,5,0,862,37
986,1,0,862,38
1009,5,0,892,37
1010,2,0,892,38
895,3,0,814,37
896,4,0,814,38
983,4,0,867,37
984,3,0,867,38
1017,3,1,890,37
1018,4,1,890,38
907,3,0,816,37
908,4,0,816,38
987,3,0,860,37
988,3,0,860,38
1013,3,0,896,37
1014,3,0,896,38
905,3,0,818,37
906,4,0,818,38
975,2,0,866,37
976,5,0,866,38
1011,3,0,897,37
1012,3,0,897,38
901,1,0,815,37
902,5,0,815,38
979,2,0,865,37
980,2,0,865,38
1015,1,1,893,37
1016,2,1,893,38
903,3,0,820,37
904,4,0,820,38
977,3,0,863,37
978,4,0,863,38
1007,2,0,894,37
1008,4,0,894,38
897,4,0,817,37
898,2,0,817,38
973,4,0,864,37
974,2,0,864,38
1003,4,0,895,37
1004,2,0,895,38
909,3,0,819,37
910,4,0,819,38
981,2,0,861,37
982,4,0,861,38
1005,2,0,891,37
1006,3,0,891,38
851,3,0,804,37
852,4,0,804,38
963,4,0,842,37
964,1,0,842,38
1035,5,0,887,37
1036,1,0,887,38
847,3,0,798,37
848,3,0,798,38
969,3,0,844,37
970,4,0,844,38
1045,4,0,888,37
1046,3,0,888,38
849,5,0,796,37
850,2,0,796,38
967,4,0,848,37
968,2,0,848,38
1047,4,0,884,37
1048,2,0,884,38
845,1,0,794,37
846,5,0,794,38
957,3,0,843,37
958,3,0,843,38
1037,5,0,885,37
1038,1,0,885,38
853,1,0,793,37
854,5,0,793,38
959,1,0,847,37
960,5,0,847,38
1039,3,0,889,37
1040,4,0,889,38
857,3,0,797,37
858,4,0,797,38
965,4,0,845,37
966,1,0,845,38
1041,3,0,883,37
1042,1,0,883,38
859,3,0,810,37
860,4,0,810,38
961,5,0,851,37
962,1,0,851,38
1043,3,0,898,37
1044,1,0,898,38
855,3,0,795,37
856,4,0,795,38
971,3,0,846,37
972,4,0,846,38
1049,1,1,886,37
1050,1,1,886,38
