id,code,address,rating,original_price,damage_reduction,market_value,last_sold_price,house_satisfaction,status,fluvial_base_protection,pluvial_base_protection,fluvial_house_protection,pluvial_house_protection,last_round_comm_fluvial,last_round_comm_pluvial,last_round_house_fluvial,last_round_house_pluvial,house_id,group_id,owner_id
821,D09,"Brickroad 4

",2,80000,0,80000,,0,NOT_AVAILABLE,10,6,0,0,,3,,3,233,73,
822,U05,"Grassroad 52

",4,125000,0,120000,,0,NOT_AVAILABLE,7,8,0,0,2,,2,,239,73,
823,U09,"Twiglane 44

",2,70000,0,65000,,0,NOT_AVAILABLE,7,8,0,0,2,,2,,243,73,
844,N06,"Leafstreet 28

",3,100000,0,100000,100000,0,OCCUPIED,10,8,1,0,,,,,223,73,528
845,D03,"Stonelane 15

",8,300000,0,300000,,0,AVAILABLE,10,6,0,0,,3,,3,227,73,
846,D06,"Steelstreet 25

",5,160000,0,160000,,0,AVAILABLE,10,6,0,1,,3,,3,230,73,
847,U02,"Woolstreet 37

",6,200000,0,200000,,0,AVAILABLE,7,8,1,1,,,,,236,73,
848,U06,"Grassroad 51

",4,125000,0,125000,,0,AVAILABLE,7,8,1,0,,,,,240,73,
849,U07,Grassroad 53,4,125000,0,125000,,0,AVAILABLE,7,8,1,2,,,,,241,73,
789,N01,Stickroad 17,9,425000,0,425000,,0,NOT_AVAILABLE,10,8,0,0,,,,,218,74,
790,N04,"Twiglane 8
",6,200000,0,200000,235000,2,OCCUPIED,10,8,10,9,,,,,221,74,536
791,N07,"Leafstreet 26
",3,100000,0,100000,126000,0,OCCUPIED,10,8,0,0,,,,,224,74,532
792,D01,"Stonelane 13
",8,300000,0,300000,300000,2,OCCUPIED,10,6,11,7,,,,,225,74,537
793,D04,"Steelstreet 22
",5,160000,0,160000,160000,0,AVAILABLE,10,6,10,7,,,,,228,74,
794,D05,"Steelstreet 20
",5,160000,0,160000,160000,3,OCCUPIED,10,6,11,7,,,,,229,74,538
795,D10,"Brickroad 6
",2,80000,0,80000,80000,3,OCCUPIED,10,6,11,7,,,,,234,74,539
796,U01,"Woolstreet 33
",6,200000,0,200000,200000,0,NOT_AVAILABLE,7,8,8,9,,,,,235,74,
797,U04,"Grassroad 54
",4,125000,0,125000,,0,NOT_AVAILABLE,7,8,0,0,,,,,238,74,
798,U10,"Twiglane 48
",2,70000,0,70000,70000,0,OCCUPIED,7,8,8,8,,,,,244,74,534
839,N05,"Twiglane 5


",6,200000,0,200000,200000,2,OCCUPIED,10,8,11,9,,,,,222,74,533
840,D02,"Stonelane 11

",8,300000,0,300000,,0,NOT_AVAILABLE,10,6,0,0,,,,,226,74,
841,D09,"Brickroad 4

",2,80000,0,80000,,0,NOT_AVAILABLE,10,6,0,0,,,,,233,74,
842,U05,"Grassroad 52

",4,125000,0,125000,,0,NOT_AVAILABLE,7,8,0,0,,,,,239,74,
843,U09,"Twiglane 44

",2,70000,0,70000,,0,NOT_AVAILABLE,7,8,0,0,,,,,243,74,
862,N06,"Leafstreet 28

",3,100000,0,100000,100000,3,OCCUPIED,10,8,11,9,,,,,223,74,535
863,D03,"Stonelane 15

",8,300000,0,300000,,0,AVAILABLE,10,6,0,0,,,,,227,74,
864,D06,"Steelstreet 25

",5,160000,0,160000,,0,AVAILABLE,10,6,0,1,,,,,230,74,
865,U02,"Woolstreet 37

",6,200000,0,200000,,0,AVAILABLE,7,8,1,1,,,,,236,74,
866,U06,"Grassroad 51

",4,125000,0,125000,,0,AVAILABLE,7,8,1,0,,,,,240,74,
867,U07,Grassroad 53,4,125000,0,125000,,0,AVAILABLE,7,8,1,2,,,,,241,74,
809,N01,Stickroad 17,9,425000,0,420000,,0,NOT_AVAILABLE,10,8,0,0,2,2,2,2,218,75,
810,N04,"Twiglane 8
",6,200000,0,195000,232000,0,OCCUPIED,10,8,0,0,2,2,2,2,221,75,546
811,N07,"Leafstreet 26
",3,100000,0,95000,110000,0,OCCUPIED,10,8,11,8,2,2,2,2,224,75,540
812,D01,"Stonelane 13
",8,300000,0,295000,350000,3,OCCUPIED,10,6,11,6,2,2,,2,225,75,545
813,D04,"Steelstreet 22
",5,160000,0,155000,160000,1,NOT_AVAILABLE,10,6,10,7,2,2,2,2,228,75,
814,D05,"Steelstreet 20
",5,160000,0,155000,160000,2,OCCUPIED,10,6,11,7,2,2,,2,229,75,541
815,D10,"Brickroad 6
",2,80000,0,75000,,0,NOT_AVAILABLE,10,6,0,0,2,2,2,2,234,75,
816,U01,"Woolstreet 33
",6,200000,0,195000,221000,0,OCCUPIED,7,8,7,9,2,2,2,,235,75,547
817,U04,"Grassroad 54
",4,125000,0,120000,115000,0,AVAILABLE,7,8,8,8,2,2,2,,238,75,
818,U10,"Twiglane 48
",2,70000,0,65000,70000,0,OCCUPIED,7,8,8,8,2,2,2,2,244,75,542
834,N05,"Twiglane 5


",6,200000,0,195000,,0,NOT_AVAILABLE,10,8,0,0,2,2,2,2,222,75,
835,D02,"Stonelane 11

",8,300000,0,295000,300000,0,OCCUPIED,10,6,0,0,2,2,2,2,226,75,544
836,D09,"Brickroad 4

",2,80000,0,75000,,0,NOT_AVAILABLE,10,6,0,0,2,2,2,2,233,75,
837,U05,"Grassroad 52

",4,125000,0,120000,,0,NOT_AVAILABLE,7,8,0,0,2,2,2,2,239,75,
838,U09,"Twiglane 44

",2,70000,0,65000,,0,NOT_AVAILABLE,7,8,0,0,2,2,2,2,243,75,
868,N06,"Leafstreet 28

",3,100000,0,100000,,0,AVAILABLE,10,8,1,0,,,,,223,75,
869,D03,"Stonelane 15

",8,300000,0,300000,,0,AVAILABLE,10,6,0,0,,,,,227,75,
870,D06,"Steelstreet 25

",5,160000,0,160000,,0,AVAILABLE,10,6,0,1,,,,,230,75,
871,U02,"Woolstreet 37

",6,200000,0,200000,,0,AVAILABLE,7,8,1,1,,,,,236,75,
872,U06,"Grassroad 51

",4,125000,0,125000,,0,AVAILABLE,7,8,1,0,,,,,240,75,
873,U07,Grassroad 53,4,125000,0,125000,125000,0,OCCUPIED,7,8,8,9,,,,,241,75,543
769,N01,Stickroad 17,9,425000,0,415000,,0,NOT_AVAILABLE,10,8,0,0,3,3,3,3,218,76,
770,N04,"Twiglane 8
",6,200000,0,190000,260000,0,OCCUPIED,10,8,0,0,3,3,3,3,221,76,554
771,N07,"Leafstreet 26
",3,100000,0,90000,125000,1,OCCUPIED,10,8,11,9,3,3,3,3,224,76,549
772,D01,"Stonelane 13
",8,300000,0,290000,300000,3,OCCUPIED,10,6,11,6,3,3,3,3,225,76,553
773,D04,"Steelstreet 22
",5,160000,0,150000,160000,3,OCCUPIED,10,6,11,6,3,3,,3,228,76,552
774,D05,"Steelstreet 20
",5,160000,0,150000,160000,0,OCCUPIED,10,6,0,0,3,3,3,3,229,76,551
775,D10,"Brickroad 6
",2,80000,0,70000,80000,0,OCCUPIED,10,6,10,7,3,3,3,3,234,76,550
776,U01,"Woolstreet 33
",6,200000,0,190000,200000,0,NOT_AVAILABLE,7,8,8,8,3,3,3,3,235,76,
777,U04,"Grassroad 54
",4,125000,0,115000,,0,NOT_AVAILABLE,7,8,0,0,3,3,3,3,238,76,
778,U10,"Twiglane 48
",2,70000,0,60000,70000,1,NOT_AVAILABLE,7,8,7,9,3,3,3,3,244,76,
824,N05,"Twiglane 5


",6,200000,0,190000,,0,NOT_AVAILABLE,10,8,0,0,3,3,3,3,222,76,
825,D02,"Stonelane 11

",8,300000,0,290000,,0,NOT_AVAILABLE,10,6,0,0,3,3,3,3,226,76,
826,D09,"Brickroad 4

",2,80000,0,70000,80000,0,AVAILABLE,10,6,10,7,3,3,3,3,233,76,
827,U05,"Grassroad 52

",4,125000,0,115000,125000,1,OCCUPIED,7,8,8,8,3,3,3,3,239,76,555
828,U09,"Twiglane 44

",2,70000,0,60000,,0,NOT_AVAILABLE,7,8,0,0,3,3,3,3,243,76,
850,N06,"Leafstreet 28

",3,100000,0,90000,100000,1,OCCUPIED,10,8,10,9,3,3,,3,223,76,548
851,D03,"Stonelane 15

",8,300000,0,290000,,0,AVAILABLE,10,6,0,0,3,3,3,3,227,76,
852,D06,"Steelstreet 25

",5,160000,0,150000,,0,AVAILABLE,10,6,0,1,3,3,3,3,230,76,
853,U02,"Woolstreet 37

",6,200000,0,190000,,0,AVAILABLE,7,8,1,1,3,3,3,3,236,76,
854,U06,"Grassroad 51

",4,125000,0,115000,,0,AVAILABLE,7,8,1,0,3,3,3,3,240,76,
855,U07,Grassroad 53,4,125000,0,115000,,0,AVAILABLE,7,8,1,2,3,3,3,3,241,76,
894,N01,Stickroad 17,9,425000,0,425000,,0,NOT_AVAILABLE,10,8,0,0,,2,,2,218,77,
895,N04,"Twiglane 8
",6,200000,0,200000,260000,0,OCCUPIED,10,8,10,9,,2,,1,221,77,560
896,N07,"Leafstreet 26
",3,100000,0,100000,132000,0,OCCUPIED,10,8,0,0,,2,,2,224,77,556
897,D01,"Stonelane 13
",8,300000,0,300000,361000,2,OCCUPIED,10,6,11,6,,3,,3,225,77,561
898,D04,"Steelstreet 22
",5,160000,0,160000,190000,1,OCCUPIED,10,6,11,6,,3,,3,228,77,563
899,D05,"Steelstreet 20
",5,160000,0,160000,195000,2,OCCUPIED,10,6,10,7,,3,,3,229,77,557
900,D10,"Brickroad 6
",2,80000,0,80000,80000,0,NOT_AVAILABLE,10,6,11,6,,3,,3,234,77,
901,U01,"Woolstreet 33
",6,200000,0,200000,200000,0,OCCUPIED,7,8,8,8,,2,,2,235,77,562
902,U04,"Grassroad 54
",4,125000,0,125000,115000,1,AVAILABLE,7,8,7,9,,2,,1,238,77,
903,U10,"Twiglane 48
",2,70000,0,70000,,0,NOT_AVAILABLE,7,8,0,0,,2,,2,244,77,
934,N05,"Twiglane 5


",6,200000,0,200000,,0,NOT_AVAILABLE,10,8,0,0,,2,,2,222,77,
935,D02,"Stonelane 11

",8,300000,0,300000,,0,NOT_AVAILABLE,10,6,0,0,,3,,3,226,77,
936,D09,"Brickroad 4

",2,80000,0,80000,,0,NOT_AVAILABLE,10,6,0,0,,3,,3,233,77,
937,U05,"Grassroad 52

",4,125000,0,125000,,0,NOT_AVAILABLE,7,8,0,0,,2,,2,239,77,
938,U09,"Twiglane 44

",2,70000,0,70000,70000,0,OCCUPIED,7,8,8,9,,2,,,243,77,558
961,N06,"Leafstreet 28

",3,100000,0,100000,,0,AVAILABLE,10,8,1,0,,,,,223,77,
962,D03,"Stonelane 15

",8,300000,0,300000,,0,AVAILABLE,10,6,0,0,,3,,3,227,77,
963,D06,"Steelstreet 25

",5,160000,0,160000,160000,0,OCCUPIED,10,6,0,1,,3,,3,230,77,559
964,U02,"Woolstreet 37

",6,200000,0,200000,,0,AVAILABLE,7,8,1,1,,,,,236,77,
965,U06,"Grassroad 51

",4,125000,0,125000,,0,AVAILABLE,7,8,1,0,,,,,240,77,
966,U07,Grassroad 53,4,125000,0,125000,,0,AVAILABLE,7,8,1,2,,,,,241,77,
884,N01,Stickroad 17,9,425000,0,425000,,0,NOT_AVAILABLE,10,8,0,0,,3,,3,218,78,
885,N04,"Twiglane 8
",6,200000,0,200000,225000,0,OCCUPIED,10,8,0,0,,3,,3,221,78,565
886,N07,"Leafstreet 26
",3,100000,0,100000,100000,0,OCCUPIED,10,8,0,0,,3,,3,224,78,566
887,D01,"Stonelane 13
",8,300000,0,300000,300000,3,OCCUPIED,10,6,11,7,,3,,3,225,78,569
888,D04,"Steelstreet 22
",5,160000,0,160000,160000,0,OCCUPIED,10,6,10,7,,3,,3,228,78,567
889,D05,"Steelstreet 20
",5,160000,0,160000,160000,1,OCCUPIED,10,6,11,6,,3,,3,229,78,568
890,D10,"Brickroad 6
",2,80000,0,80000,,0,NOT_AVAILABLE,10,6,0,0,,3,,3,234,78,
891,U01,"Woolstreet 33
",6,200000,0,190000,200000,1,OCCUPIED,7,8,8,8,3,3,3,3,235,78,570
892,U04,"Grassroad 54
",4,125000,0,115000,125000,3,OCCUPIED,7,8,7,9,3,3,3,3,238,78,571
893,U10,"Twiglane 48
",2,70000,0,60000,70000,0,OCCUPIED,7,8,8,9,3,3,3,3,244,78,564
929,N05,"Twiglane 5


",6,200000,0,200000,,0,NOT_AVAILABLE,10,8,0,0,,3,,3,222,78,
930,D02,"Stonelane 11

",8,300000,0,300000,,0,NOT_AVAILABLE,10,6,0,0,,3,,3,226,78,
931,D09,"Brickroad 4

",2,80000,0,80000,,0,NOT_AVAILABLE,10,6,0,0,,3,,3,233,78,
932,U05,"Grassroad 52

",4,125000,0,115000,,0,NOT_AVAILABLE,7,8,0,0,3,3,3,3,239,78,
933,U09,"Twiglane 44

",2,70000,0,60000,,0,NOT_AVAILABLE,7,8,0,0,3,3,3,3,243,78,
944,N06,"Leafstreet 28

",3,100000,0,100000,,0,AVAILABLE,10,8,1,0,,3,,3,223,78,
945,D03,"Stonelane 15

",8,300000,0,300000,,0,AVAILABLE,10,6,0,0,,3,,3,227,78,
946,D06,"Steelstreet 25

",5,160000,0,160000,,0,AVAILABLE,10,6,0,1,,3,,3,230,78,
947,U02,"Woolstreet 37

",6,200000,0,190000,,0,AVAILABLE,7,8,1,1,3,3,3,3,236,78,
948,U06,"Grassroad 51

",4,125000,0,115000,,0,AVAILABLE,7,8,1,0,3,3,3,3,240,78,
949,U07,Grassroad 53,4,125000,0,115000,,0,AVAILABLE,7,8,1,2,3,3,3,,241,78,
914,N01,Stickroad 17,9,425000,0,425000,425000,2,OCCUPIED,10,8,11,9,,3,,3,218,79,577
915,N04,"Twiglane 8
",6,200000,0,200000,255000,2,OCCUPIED,10,8,11,9,,3,,3,221,79,576
916,N07,"Leafstreet 26
",3,100000,0,100000,100000,0,OCCUPIED,10,8,0,0,,3,,3,224,79,574
917,D01,"Stonelane 13
",8,300000,0,300000,,0,NOT_AVAILABLE,10,6,0,0,,3,,3,225,79,
918,D04,"Steelstreet 22
",5,160000,0,160000,160000,2,OCCUPIED,10,6,10,7,,3,,3,228,79,573
919,D05,"Steelstreet 20
",5,160000,0,160000,160000,3,OCCUPIED,10,6,11,7,,3,,3,229,79,579
920,D10,"Brickroad 6
",2,80000,0,80000,105000,2,OCCUPIED,10,6,11,7,,3,,3,234,79,575
921,U01,"Woolstreet 33
",6,200000,0,195000,210000,0,OCCUPIED,7,8,8,9,2,3,2,3,235,79,578
922,U04,"Grassroad 54
",4,125000,0,120000,125000,0,OCCUPIED,7,8,0,0,2,3,2,3,238,79,572
923,U10,"Twiglane 48
",2,70000,0,65000,,0,NOT_AVAILABLE,7,8,0,0,2,3,2,3,244,79,
950,N05,"Twiglane 5


",6,200000,0,200000,,0,NOT_AVAILABLE,10,8,0,0,,3,,3,222,79,
951,D02,"Stonelane 11

",8,300000,0,300000,,0,NOT_AVAILABLE,10,6,0,0,,3,,3,226,79,
952,D09,"Brickroad 4

",2,80000,0,80000,,0,NOT_AVAILABLE,10,6,0,0,,3,,3,233,79,
953,U05,"Grassroad 52

",4,125000,0,120000,,0,NOT_AVAILABLE,7,8,0,0,2,3,2,3,239,79,
954,U09,"Twiglane 44

",2,70000,0,65000,,0,NOT_AVAILABLE,7,8,0,0,2,3,2,3,243,79,
973,N06,"Leafstreet 28

",3,100000,0,100000,,0,AVAILABLE,10,8,1,0,,3,,3,223,79,
974,D03,"Stonelane 15

",8,300000,0,300000,,0,AVAILABLE,10,6,0,0,,3,,3,227,79,
975,D06,"Steelstreet 25

",5,160000,0,160000,,0,AVAILABLE,10,6,0,1,,3,,3,230,79,
976,U02,"Woolstreet 37

",6,200000,0,200000,,0,AVAILABLE,7,8,1,1,,3,,3,236,79,
977,U06,"Grassroad 51

",4,125000,0,125000,,0,AVAILABLE,7,8,1,0,,3,,3,240,79,
978,U07,Grassroad 53,4,125000,0,125000,,0,AVAILABLE,7,8,1,2,,3,,,241,79,
904,N01,Stickroad 17,9,425000,0,415000,,0,NOT_AVAILABLE,10,8,0,0,3,3,3,3,218,80,
905,N04,"Twiglane 8
",6,200000,0,190000,251000,1,OCCUPIED,10,8,10,9,3,3,3,3,221,80,584
906,N07,"Leafstreet 26
",3,100000,0,90000,100000,1,AVAILABLE,10,8,11,9,3,3,3,3,224,80,
907,D01,"Stonelane 13
",8,300000,0,290000,300000,2,OCCUPIED,10,6,10,7,3,3,3,3,225,80,585
908,D04,"Steelstreet 22
",5,160000,0,150000,160000,0,OCCUPIED,10,6,11,6,3,3,3,3,228,80,583
909,D05,"Steelstreet 20
",5,160000,0,150000,164000,0,NOT_AVAILABLE,10,6,0,0,3,3,3,3,229,80,
910,D10,"Brickroad 6
",2,80000,0,70000,80000,0,OCCUPIED,10,6,11,6,3,3,3,3,234,80,580
911,U01,"Woolstreet 33
",6,200000,0,190000,190000,3,OCCUPIED,7,8,8,9,3,3,3,2,235,80,586
912,U04,"Grassroad 54
",4,125000,0,115000,,0,NOT_AVAILABLE,7,8,0,0,3,3,3,3,238,80,
913,U10,"Twiglane 48
",2,70000,0,60000,70000,0,OCCUPIED,7,8,8,8,3,3,3,3,244,80,582
939,N05,"Twiglane 5


",6,200000,0,190000,200000,1,OCCUPIED,10,8,11,9,3,3,3,3,222,80,587
940,D02,"Stonelane 11

",8,300000,0,290000,,0,NOT_AVAILABLE,10,6,0,0,3,3,3,3,226,80,
941,D09,"Brickroad 4

",2,80000,0,70000,,0,NOT_AVAILABLE,10,6,0,0,3,3,3,3,233,80,
942,U05,"Grassroad 52

",4,125000,0,115000,,0,NOT_AVAILABLE,7,8,0,0,3,3,3,3,239,80,
943,U09,"Twiglane 44

",2,70000,0,60000,,0,NOT_AVAILABLE,7,8,0,0,3,3,3,3,243,80,
967,N06,"Leafstreet 28

",3,100000,0,90000,,0,AVAILABLE,10,8,1,0,3,3,,3,223,80,
968,D03,"Stonelane 15

",8,300000,0,290000,,0,AVAILABLE,10,6,0,0,3,3,3,3,227,80,
969,D06,"Steelstreet 25

",5,160000,0,150000,,0,AVAILABLE,10,6,0,1,3,3,3,3,230,80,
970,U02,"Woolstreet 37

",6,200000,0,190000,200000,1,OCCUPIED,7,8,8,9,3,3,3,3,236,80,581
971,U06,"Grassroad 51

",4,125000,0,115000,,0,AVAILABLE,7,8,1,0,3,3,3,3,240,80,
972,U07,Grassroad 53,4,125000,0,115000,,0,AVAILABLE,7,8,1,2,3,3,3,3,241,80,
